county,state,acres92,acres87,acres82,farms92,farms87,farms82,largef92,largef87,largef82,smallf92,smallf87,smallf82,region
ROBERTSON COUNTY,TX,391842,395291,385786,1173,1207,1100,85,68,67,45,56,39,S
ROCKWALL COUNTY,TX,47446,41091,50570,184,181,191,10,11,8,23,15,12,S
RUNNELS COUNTY,TX,572607,576671,602788,807,838,867,166,172,158,21,30,17,S
RUSK COUNTY,TX,268058,271230,281569,1226,1327,1372,36,35,46,62,60,52,S
SABINE COUNTY,TX,33544,33922,37160,185,224,256,6,2,3,11,9,13,S
SAN AUGUSTINE COUNTY,TX,54580,54825,60462,293,320,355,7,6,6,11,18,15,S
SAN JACINTO COUNTY,TX,82721,91209,77585,334,349,315,12,15,14,19,20,14,S
SAN PATRICIO COUNTY,TX,358211,340034,382323,486,549,605,119,107,103,29,31,41,S
SAN SABA COUNTY,TX,743638,741678,708937,640,609,643,164,169,153,23,21,17,S
SCHLEICHER COUNTY,TX,764723,760431,802055,258,252,265,135,134,140,6,8,4,S
SCURRY COUNTY,TX,518371,505808,484387,553,573,614,125,127,103,15,28,26,S
SHACKELFORD COUNTY,TX,564382,550354,573238,236,251,258,76,72,67,11,3,15,S
SHELBY COUNTY,TX,187728,203750,199827,1017,1135,1117,18,23,15,40,52,59,S
SHERMAN COUNTY,TX,507449,546175,567918,275,297,279,163,161,162,11,13,10,S
SMITH COUNTY,TX,247626,249326,246909,1609,1701,1689,26,30,35,119,113,102,S
SOMERVELL COUNTY,TX,62850,65054,62614,229,234,234,9,10,13,15,11,19,S
STARR COUNTY,TX,632622,599295,556079,676,885,830,119,111,102,13,41,26,S
STEPHENS COUNTY,TX,536507,474001,533494,434,419,431,104,86,93,16,11,9,S
STERLING COUNTY,TX,835337,675977,726837,74,75,78,54,54,58,4,5,2,S
STONEWALL COUNTY,TX,512247,506172,530306,313,312,337,108,95,99,5,14,13,S
SUTTON COUNTY,TX,926093,851494,919359,211,191,177,155,138,131,6,14,5,S
SWISHER COUNTY,TX,505140,530622,546460,502,546,551,168,166,174,14,19,29,S
TARRANT COUNTY,TX,167569,198180,202052,974,1117,1227,28,50,39,243,315,305,S
TAYLOR COUNTY,TX,509017,431408,435628,915,903,911,141,114,111,73,66,50,S
TERRELL COUNTY,TX,1396275,1129318,1246506,96,91,77,81,75,66,4,7,3,S
TERRY COUNTY,TX,459120,463136,511578,489,517,532,193,173,192,12,13,8,S
THROCKMORTON COUNTY,TX,581511,609702,504472,264,303,306,98,92,87,6,12,8,S
TITUS COUNTY,TX,180332,177929,190385,702,738,778,21,14,14,35,35,35,S
TOM GREEN COUNTY,TX,1020756,1014367,968035,857,867,806,220,189,171,100,97,99,S
TRAVIS COUNTY,TX,332826,306767,362502,1015,1034,1061,86,63,61,128,108,97,S
TRINITY COUNTY,TX,109635,133122,144019,504,550,520,20,31,30,27,34,20,S
TYLER COUNTY,TX,58690,96724,100403,409,500,496,5,17,17,18,40,39,S
UPSHUR COUNTY,TX,194008,170695,156828,1029,1038,1022,23,17,17,67,43,46,S
UPTON COUNTY,TX,694909,739149,750403,112,86,89,53,47,56,9,3,5,S
UVALDE COUNTY,TX,917186,850230,850002,617,575,531,178,162,142,27,37,35,S
VAL VERDE COUNTY,TX,1806639,1761748,1834214,236,242,253,132,136,145,17,22,21,S
VAN ZANDT COUNTY,TX,378217,380811,375685,2230,2395,2328,50,43,46,123,130,121,S
VICTORIA COUNTY,TX,430736,427724,493008,1018,1119,1057,99,89,90,64,80,72,S
WALKER COUNTY,TX,213923,269832,259682,722,747,624,56,56,48,30,40,31,S
WALLER COUNTY,TX,242901,276750,238315,907,893,809,56,65,46,67,67,85,S
WARD COUNTY,TX,455873,468610,445406,79,82,80,29,27,27,10,12,12,S
WASHINGTON COUNTY,TX,328367,338840,305119,1903,1983,1839,43,44,27,104,91,98,S
WEBB COUNTY,TX,1712044,2021882,1644342,414,494,422,179,211,189,17,26,16,S
WHARTON COUNTY,TX,644730,685935,643339,1273,1272,1258,165,152,161,69,83,82,S
WHEELER COUNTY,TX,501692,486321,492597,445,467,507,131,141,136,12,22,24,S
WICHITA COUNTY,TX,307783,298490,316877,508,544,583,71,71,69,47,52,70,S
WILBARGER COUNTY,TX,863384,849507,881429,461,486,557,95,101,95,37,33,36,S
WILLACY COUNTY,TX,260892,227319,234422,274,293,322,85,69,61,12,20,29,S
WILLIAMSON COUNTY,TX,545670,527175,515596,1829,1891,1850,116,101,74,111,108,79,S
WILSON COUNTY,TX,476493,448022,442931,1698,1746,1672,66,68,65,79,100,64,S
WINKLER COUNTY,TX,432887,467166,480010,25,30,32,15,21,22,2,4,3,S
WISE COUNTY,TX,461127,402967,406292,1795,1749,1561,80,60,69,104,111,87,S
WOOD COUNTY,TX,203667,206782,221151,1285,1303,1277,23,24,28,76,76,38,S
YOAKUM COUNTY,TX,344667,348460,345280,253,273,296,117,105,106,11,5,5,S
YOUNG COUNTY,TX,563183,585910,550517,675,713,710,142,138,149,26,29,26,S
ZAPATA COUNTY,TX,484907,431704,384120,333,360,313,115,102,84,13,11,7,S
ZAVALA COUNTY,TX,723018,825843,764132,247,272,264,104,106,106,5,13,4,S
BEAVER COUNTY,UT,192288,187041,187635,215,226,204,28,30,21,19,26,9,W
BOX ELDER COUNTY,UT,1449976,1584194,1536803,1085,1088,1079,181,182,203,184,152,144,W
CACHE COUNTY,UT,267924,324105,288466,1189,1223,1282,42,35,41,159,168,162,W
CARBON COUNTY,UT,291860,223549,241792,182,210,201,35,33,36,30,31,32,W
DAGGETT COUNTY,UT,21958,25120,33198,29,36,30,10,9,11,2,4,2,W
DAVIS COUNTY,UT,50357,63244,111721,582,647,660,4,7,6,192,205,219,W
DUCHESNE COUNTY,UT,399011,366471,315061,733,753,677,65,59,48,37,56,36,W
EMERY COUNTY,UT,240535,215761,195702,420,446,432,46,43,35,23,24,23,W
GA RFIELD COUNTY,UT,137530,138559,136305,249,263,222,30,29,26,6,23,15,W
GRAND COUNTY,UT,63116,169325,156557,88,81,59,8,9,8,26,19,10,W
IRON COUNTY,UT,434183,483118,425697,365,380,380,80,93,89,32,40,32,W
JUAB COUNTY,UT,332686,273876,266803,203,215,221,53,51,48,10,13,15,W
KANE COUNTY,UT,209819,207495,209226,136,152,146,44,50,51,9,10,8,W
MILLARD COUNTY,UT,484156,480195,487961,612,630,612,108,97,89,41,43,32,W
MORGAN COUNTY,UT,234576,283105,255330,258,261,250,27,28,25,57,37,44,W
PIUTE COUNTY,UT,58522,56310,52977,109,126,116,9,16,7,3,8,11,W
RICH COUNTY,UT,493073,514768,476436,143,166,150,57,60,53,6,16,7,W
SALT LAKE COUNTY,UT,107663,155398,174172,686,734,805,16,17,15,310,353,360,W
SAN JUAN COUNTY,UT,324921,340449,362921,206,218,214,87,99,97,10,12,17,W
SANPETE COUNTY,UT,447463,447526,423918,696,761,772,77,64,60,55,73,76,W
SEVIER COUNTY,UT,158189,161495,171772,406,476,477,21,23,21,39,49,66,W
SUMMIT COUNTY,UT,373582,348827,339347,419,439,417,65,64,66,47,69,55,W
TOOELE COUNTY,UT,437238,487427,505681,300,299,304,53,53,59,51,38,46,W
UINTAH COUNTY,UT,1294703,1318672,1330147,716,693,671,70,58,62,72,62,56,W
UTAH COUNTY,UT,450315,493902,432326,1696,1723,1848,64,53,62,475,475,542,W
WASATCH COUNTY,UT,139347,159854,207130,274,298,293,16,15,17,35,39,36,W
WASHINGTON COUNTY,UT,167374,178169,165404,389,414,372,42,47,38,80,89,65,W
WAYNE COUNTY,UT,105576,101622,105501,189,217,185,12,12,6,14,13,12,W
WEBER COUNTY,UT,256522,199496,176953,945,891,905,13,15,12,238,218,226,W
ACCOMACK COUNTY,VA,91568,89775,105298,279,323,415,28,26,21,31,48,51,S
ALBEMARLE COUNTY,VA,188567,186486,201465,757,772,830,34,35,31,33,44,29,S
ALLEGHANY COUNTY,VA,25810,28208,33921,150,150,182,1,2,1,4,3,5,S
AMELIA COUNTY,VA,70411,73391,93538,292,322,446,11,12,12,9,10,22,S
AMHERST COUNTY,VA,90296,93860,94922,418,408,450,8,12,13,15,15,23,S
APPOMATTOX COUNTY,VA,78691,79136,87580,351,358,442,12,9,10,11,10,23,S
ARLINGTON COUNTY,VA,-99,-99,4,2,1,4,0,0,0,1,1,4,S
AUGUSTA COUNTY,VA,287442,292191,312906,1514,1536,1606,38,32,41,122,142,120,S
BATH COUNTY,VA,47010,53523,59832,119,135,138,12,14,15,5,4,4,S
BEDFORD COUNTY,VA,200507,204190,218546,1227,1240,1353,13,14,15,43,43,43,S
BLAND COUNTY,VA,81768,80349,86720,339,327,354,13,16,16,9,9,13,S
BOTETOURT COUNTY,VA,96833,97523,97835,512,532,586,9,6,4,18,22,19,S
BRUNSWICK COUNTY,VA,84677,101284,122794,338,402,590,14,15,20,23,35,52,S
BUCHANAN COUNTY,VA,8627,8730,9417,102,105,120,0,0,1,13,12,17,S
BUCKINGHAM COUNTY,VA,66034,79229,85870,335,346,420,4,8,7,8,14,13,S
CAMPBELL COUNTY,VA,134474,134093,143127,612,628,740,18,17,16,31,33,59,S
CAROLINE COUNTY,VA,51604,59527,73802,181,200,265,15,19,17,6,8,13,S
CARROLL COUNTY,VA,113165,117167,122291,884,939,1083,4,6,1,45,51,46,S
CHARLES CITY COUNTY,VA,28827,25273,25104,66,47,70,11,9,7,5,3,4,S
CHARLOTTE COUNTY,VA,112944,118811,131676,451,518,686,15,19,15,31,53,72,S
CHESTERFIELD COUNTY,VA,17392,20168,23352,145,169,240,1,1,1,19,20,25,S
CLARKE COUNTY,VA,68326,72611,85855,319,315,299,14,11,17,20,14,12,S
CRAIG COUNTY,VA,45451,50308,56252,170,177,196,8,7,8,9,3,4,S
CULPEPER COUNTY,VA,115295,121198,143434,471,492,537,22,20,26,17,26,36,S
CUMBERLAND COUNTY,VA,61669,61164,67050,237,277,331,10,10,9,8,10,9,S
DICKENSON COUNTY,VA,-99,9785,12225,104,120,170,1,0,0,10,7,8,S
DINWIDDIE COUNTY,VA,85954,85205,94204,344,373,496,14,14,10,18,22,23,S
ESSEX COUNTY,VA,56280,69188,81794,120,142,192,19,22,22,9,3,8,S
FAIRFAX COUNTY,VA,15714,12602,17605,151,198,242,1,1,1,46,70,75,S
FAUQUIER COUNTY,VA,235533,240638,247952,925,978,973,46,45,47,54,31,41,S
FLOYD COUNTY,VA,116509,118115,131727,761,772,920,7,4,5,28,29,30,S
FLUVANNA COUNTY,VA,58326,60955,63613,263,261,308,9,6,8,7,3,10,S
FRANKLIN COUNTY,VA,166477,180212,193330,935,1016,1212,9,12,10,49,57,81,S
FREDERICK COUNTY,VA,98142,111116,126087,536,555,632,13,11,16,31,28,32,S
GILES COUNTY,VA,73097,71550,78289,332,346,375,5,3,6,19,13,15,S
GLOUCESTER COUNTY,VA,24478,25831,32895,111,130,162,6,6,7,19,17,17,S
GOOCHLAND COUNTY,VA,51442,57858,60160,232,253,294,10,13,14,9,8,17,S
GRAYSON COUNTY,VA,136320,139927,142840,871,865,995,15,14,12,87,70,77,S
GREENE COUNTY,VA,37044,39288,40835,207,225,243,2,3,1,9,4,10,S
GREENSVILLE COUNTY,VA,51374,73946,83619,156,201,256,15,22,21,14,14,8,S
HALIFAX COUNTY,VA,232852,242244,256344,1042,1252,1652,33,27,21,72,113,190,S
HANOVER COUNTY,VA,96282,104882,121353,547,554,637,20,21,20,33,30,37,S
HENRICO COUNTY,VA,24201,29812,33050,148,158,166,5,6,7,22,18,26,S
HENRY COUNTY,VA,48968,53814,63259,287,342,424,3,6,5,21,12,28,S
HIGHLAND COUNTY,VA,96910,94880,103470,298,303,320,11,16,19,17,16,9,S
ISLE OF WIGHT COUNTY,VA,86247,83901,100415,212,245,333,26,22,19,16,14,20,S
JAMES CITY COUNTY,VA,9559,12357,16563,61,68,71,1,2,3,12,6,4,S
KING AND QUEEN COUNTY,VA,52508,53266,52598,135,157,197,16,14,14,3,11,8,S
KING GEORGE COUNTY,VA,37777,38105,41952,128,141,176,9,8,6,4,7,6,S
KING WILLIAM COUNTY,VA,59326,63576,65119,126,121,149,17,18,22,6,10,5,S
LANCASTER COUNTY,VA,19657,18724,21683,71,84,106,6,3,2,4,6,6,S
LEE COUNTY,VA,129296,132816,149159,1287,1431,1635,9,6,8,192,213,270,S
LOUDOUN COUNTY,VA,195476,206601,203465,942,934,888,45,45,47,50,60,36,S
LOUISA COUNTY,VA,81427,88594,93718,384,397,482,12,17,12,21,16,29,S
LUNENBURG COUNTY,VA,85600,83709,103234,362,404,566,13,7,11,20,24,35,S
MADISON COUNTY,VA,100602,106419,109589,439,441,462,21,20,22,32,24,19,S
MATHEWS COUNTY,VA,6152,7992,9254,61,77,96,0,0,0,8,2,8,S
MECKLENBURG COUNTY,VA,167858,179539,187296,645,780,990,28,24,26,35,44,64,S
MIDDLESEX COUNTY,VA,21507,19659,24875,81,83,127,5,4,5,3,4,5,S
MONTGOMERY COUNTY,VA,98914,97319,101783,537,544,565,18,15,14,39,25,23,S
NELSON COUNTY,VA,72681,78246,85812,358,365,388,9,11,13,18,13,13,S
NEW KENT COUNTY,VA,18367,-99,25404,67,72,91,7,6,5,3,3,4,S
NORTHAMPTON COUNTY,VA,52469,50530,62283,162,180,246,11,8,10,11,14,18,S
NORTHUMBERLAND COUNTY,VA,41290,48203,47239,128,159,199,11,9,3,5,2,10,S
NOTTOWAY COUNTY,VA,63991,65154,63692,324,302,381,2,5,4,11,16,27,S
ORANGE COUNTY,VA,107700,113175,118613,419,424,461,20,22,22,20,17,15,S
PAGE COUNTY,VA,64856,67250,70245,521,489,506,4,4,3,63,41,55,S
PATRICK COUNTY,VA,79449,80707,97542,556,643,781,6,4,5,28,31,56,S
PITTSYLVANIA COUNTY,VA,297064,300699,330402,1389,1583,2024,41,31,23,76,89,159,S
POWHATAN COUNTY,VA,43180,57567,57186,195,212,215,9,10,7,15,8,14,S
PRINCE EDWARD COUNTY,VA,68584,71034,82400,304,353,426,9,10,10,19,22,28,S
PRINCE GEORGE COUNTY,VA,48889,41268,47083,149,167,191,12,6,6,4,6,2,S
PRINCE WILLIAM COUNTY,VA,32973,36926,51172,259,272,314,4,4,6,30,20,40,S
PULASKI COUNTY,VA,71803,78577,77382,363,360,367,10,11,11,23,12,14,S
RAPPAHANNOCK COUNTY,VA,78977,77112,87434,312,288,313,12,13,12,14,13,10,S
RICHMOND COUNTY,VA,38940,39091,43355,129,148,193,10,5,7,3,3,10,S
ROANOKE COUNTY,VA,24924,29758,33475,272,279,306,0,0,2,36,38,32,S
ROCKBRIDGE COUNTY,VA,141766,146455,158186,643,682,711,16,14,20,33,27,23,S
ROCKINGHAM COUNTY,VA,236074,242224,261595,1864,1895,2046,19,15,14,224,242,229,S
RUSSELL COUNTY,VA,160973,167959,184321,1103,1134,1283,18,21,17,115,112,150,S
SCOTT COUNTY,VA,134191,142864,149521,1540,1667,1964,1,1,0,219,220,288,S
SHENANDOAH COUNTY,VA,125394,138883,139595,832,830,922,11,12,11,57,45,73,S
SMYTH COUNTY,VA,119973,122808,122879,839,873,959,14,12,12,119,115,139,S
SOUTHAMPTON COUNTY,VA,178469,188832,198508,329,407,518,55,51,37,15,21,29,S
SPOTSYLVANIA COUNTY,VA,52904,57337,59887,256,305,321,10,7,8,15,25,20,S
STAFFORD COUNTY,VA,20107,27849,28482,166,197,214,1,6,5,19,15,13,S
SURRY COUNTY,VA,52770,46030,55565,110,126,186,14,11,13,6,8,8,S
SUSSEX COUNTY,VA,82736,81106,98081,160,196,258,24,18,20,7,9,7,S
TAZEWELL COUNTY,VA,138531,137093,142015,494,488,494,25,26,33,28,31,29,S
WARREN COUNTY,VA,38967,40901,45404,207,223,243,5,6,7,12,17,11,S
WASHINGTON COUNTY,VA,190062,202709,215393,1986,1972,2289,15,17,13,380,325,412,S
WESTMORELAND COUNTY,VA,56289,70165,68424,159,181,224,16,20,16,10,10,5,S
WISE COUNTY,VA,13247,15000,13092,122,143,161,1,2,1,14,4,15,S
WYTHE COUNTY,VA,131366,143474,162394,725,746,805,14,12,20,38,35,41,S
YORK COUNTY,VA,2358,3374,3240,55,66,75,0,0,0,12,24,28,S
CHESAPEAKE CITY (IC),VA,54290,52948,56109,189,223,282,19,14,11,45,49,51,S
SUFFOLK CITY (IC),VA,83047,87761,94224,268,314,376,22,20,18,22,31,42,S
VIRGINIA BEACH CITY (IC),VA,43332,39358,51275,156,165,231,10,11,8,33,31,40,S
ADDISON COUNTY,VT,209677,220949,231616,683,714,748,22,20,18,25,39,38,NE
BENNINGTON COUNTY,VT,33682,32825,41281,154,169,193,4,3,3,18,14,16,NE
CALEDONIA COUNTY,VT,96704,102126,118089,430,461,491,2,5,4,12,14,19,NE
CHITTENDEN COUNTY,VT,82849,98069,114372,405,452,505,7,7,9,36,28,28,NE
ESSEX COUNTY,VT,17710,22237,26028,74,81,90,3,2,4,8,2,0,NE
FRANKLIN COUNTY,VT,203503,214344,223560,728,786,795,13,14,11,24,35,30,NE
GRAND ISLE COUNTY,VT,24848,28234,34506,108,127,139,0,0,3,10,6,3,NE
LAMOILLE COUNTY,VT,41348,44895,53887,227,213,255,1,3,2,12,19,14,NE
ORANGE COUNTY,VT,93364,113305,132071,480,560,600,3,0,3,16,17,20,NE
ORLEANS COUNTY,VT,149503,168175,180323,549,616,654,10,7,9,16,19,21,NE
RUTLAND COUNTY,VT,132674,140177,166855,493,516,561,11,14,18,38,19,22,NE
WASHINGTON COUNTY,VT,58891,71628,79195,330,361,399,4,2,1,24,13,9,NE
WINDHAM COUNTY,VT,43987,53474,61243,270,287,298,3,5,4,22,22,22,NE
WINDSOR COUNTY,VT,89785,97430,111415,505,534,587,3,1,5,31,34,30,NE
ADAMS COUNTY,WA,996742,1167780,1155524,602,805,714,261,318,318,38,103,38,W
ASOTIN COUNTY,WA,274546,274119,287052,142,149,170,66,68,78,25,32,39,W
BENTON COUNTY,WA,640370,643799,676837,1128,1178,1296,95,91,93,337,352,423,W
CHELAN COUNTY,WA,112085,115566,134619,1240,1411,1351,10,12,15,376,443,401,W
CLALLAM COUNTY,WA,24253,26574,28342,328,375,407,2,0,0,72,71,79,W
CLARK COUNTY,WA,82967,94646,101660,1257,1428,1618,8,5,7,271,274,317,W
COLUMBIA COUNTY,WA,304928,321333,338643,191,212,236,81,82,82,8,14,14,W
COWLITZ COUNTY,WA,35678,37612,40809,365,435,442,3,3,2,46,72,63,W
DOUGLAS COUNTY,WA,918033,987885,970528,888,948,937,202,236,244,277,263,261,W
FERRY COUNTY,WA,748088,760670,800517,193,218,241,43,40,46,6,9,5,W
FRANKLIN COUNTY,WA,670149,660813,632519,857,894,856,127,140,120,107,109,101,W
GA RFIELD COUNTY,WA,325472,338197,337134,186,210,214,102,106,98,6,12,11,W
GRANT COUNTY,WA,1086045,1107836,1113170,1696,1881,1799,236,212,225,132,186,167,W
GRAYS HARBOR COUNTY,WA,44742,44345,49141,385,410,461,3,3,2,45,45,48,W
ISLAND COUNTY,WA,19526,18673,20853,278,286,308,1,1,0,40,39,48,W
JEFFERSON COUNTY,WA,9603,11861,15525,116,120,161,0,1,0,15,13,16,W
KING COUNTY,WA,42290,54172,59813,1221,1498,1719,1,2,1,518,582,647,W
KITSAP COUNTY,WA,10302,9576,10974,366,404,422,1,0,0,143,164,137,W
KITTITAS COUNTY,WA,355360,403338,393516,758,740,735,45,52,38,115,91,79,W
KLICKITAT COUNTY,WA,689639,698453,725048,508,545,575,124,129,134,39,40,43,W
LEWIS COUNTY,WA,112263,122214,135531,1067,1162,1378,5,6,6,83,100,101,W
LINCOLN COUNTY,WA,1465788,1479146,1404250,708,799,780,446,494,465,21,22,19,W
MASON COUNTY,WA,10965,11718,15232,145,165,181,1,2,1,34,45,39,W
OKANOGAN COUNTY,WA,1291118,1339306,1332990,1344,1476,1570,167,179,171,185,222,254,W
PACIFIC COUNTY,WA,32637,34870,38515,248,270,303,4,6,6,28,32,34,W
PEND OREILLE COUNTY,WA,55360,62578,63998,205,227,287,10,11,8,4,6,9,W
PIERCE COUNTY,WA,58750,58754,68936,1059,1228,1474,6,3,3,321,393,471,W
SAN JUAN COUNTY,WA,20529,17605,18862,155,155,172,1,1,0,8,6,5,W
SKAGIT COUNTY,WA,92074,95357,109834,754,806,897,16,11,10,139,144,138,W
SKAMANIA COUNTY,WA,4043,6726,8940,60,71,79,0,0,0,12,8,7,W
SNOHOMISH COUNTY,WA,74153,81783,92820,1255,1473,1664,1,0,5,338,421,403,W
SPOKANE COUNTY,WA,625769,613055,626780,1708,1901,2193,190,171,168,197,224,300,W
STEVENS COUNTY,WA,546303,525783,578060,1054,1073,1191,80,87,95,47,58,50,W
THURSTON COUNTY,WA,59890,56799,67628,811,806,856,5,4,4,171,143,151,W
WAHKIAKUM COUNTY,WA,12611,14616,15915,110,135,145,0,0,0,5,12,8,W
WALLA WALLA COUNTY,WA,710546,675524,755240,745,759,824,204,207,182,123,130,185,W
WHATCOM COUNTY,WA,118136,124675,128371,1367,1463,1618,5,4,4,197,196,208,W
WHITMAN COUNTY,WA,1404289,1405412,1400743,1113,1204,1225,524,516,495,50,56,62,W
YAKIMA COUNTY,WA,1639965,1612399,1714809,3651,4239,4581,94,87,92,829,908,1044,W
ADAMS COUNTY,WI,119354,118900,119215,340,382,435,23,20,16,13,10,16,NC
ASHLAND COUNTY,WI,51208,62184,69251,198,250,298,2,1,1,6,2,6,NC
BARRON COUNTY,WI,350866,374522,385555,1474,1659,1852,13,12,9,40,61,56,NC
BAYFIELD COUNTY,WI,97521,105030,110434,360,396,441,8,5,5,4,2,5,NC
BROWN COUNTY,WI,205363,222717,228643,1101,1263,1355,16,13,11,80,94,78,NC
BUFFALO COUNTY,WI,323482,352360,365259,982,1036,1105,29,29,27,34,44,43,NC
BURNETT COUNTY,WI,84091,96779,104523,369,427,512,1,5,0,13,7,9,NC
CALUMET COUNTY,WI,162205,168831,170376,796,941,1050,13,8,4,52,72,70,NC
CHIPPEWA COUNTY,WI,386857,408426,421815,1571,1647,1766,21,23,19,51,46,57,NC
CLARK COUNTY,WI,426884,445095,469076,2010,2195,2442,15,11,8,56,86,96,NC
COLUMBIA COUNTY,WI,327185,335056,355120,1443,1513,1637,31,22,30,87,104,120,NC
CRAWFORD COUNTY,WI,248956,264422,277939,978,1033,1140,15,15,14,56,35,59,NC
DANE COUNTY,WI,538582,569937,601614,2639,2849,3130,55,43,44,260,291,306,NC
DODGE COUNTY,WI,414240,436921,431558,2004,2151,2353,25,16,12,116,117,121,NC
DOOR COUNTY,WI,130051,147860,155318,760,911,1032,5,3,3,37,26,31,NC
DOUGLAS COUNTY,WI,70547,74561,85242,260,312,364,3,4,6,1,9,6,NC
DUNN COUNTY,WI,366593,400589,412235,1383,1515,1673,34,37,28,43,52,64,NC
EAU CLAIRE COUNTY,WI,189905,215964,214323,886,1001,1088,8,11,5,27,27,34,NC
FLORENCE COUNTY,WI,21008,21326,23976,78,83,104,0,0,1,0,1,2,NC
FOND DU LAC COUNTY,WI,351633,358960,367782,1552,1738,1922,26,27,20,96,112,116,NC
FOREST COUNTY,WI,26456,29730,29589,115,135,133,1,1,1,2,2,1,NC
GRANT COUNTY,WI,620951,648318,654642,2340,2470,2560,50,43,38,115,136,121,NC
GREEN COUNTY,WI,293134,329364,338889,1271,1418,1517,13,11,13,55,65,52,NC
GREEN LAKE COUNTY,WI,163145,161827,164188,705,711,705,11,9,9,28,34,17,NC
IOWA COUNTY,WI,361918,391987,406294,1328,1351,1435,20,32,33,69,62,62,NC
IRON COUNTY,WI,10263,13814,14160,55,57,65,0,2,1,1,1,1,NC
JACKSON COUNTY,WI,218145,228959,247136,720,793,897,25,31,26,14,16,19,NC
JEFFERSON COUNTY,WI,232591,256282,269791,1280,1440,1602,20,15,16,79,84,101,NC
JUNEAU COUNTY,WI,195287,190716,196754,675,762,825,25,17,14,16,30,27,NC
KENOSHA COUNTY,WI,92761,100678,100738,420,505,554,19,15,12,49,59,59,NC
KEWAUNEE COUNTY,WI,170228,183626,182056,893,991,1124,3,5,3,36,30,37,NC
LA CROSSE COUNTY,WI,182339,193262,202483,789,821,860,11,8,14,43,44,47,NC
LAFAYETTE COUNTY,WI,356651,376567,386147,1235,1341,1411,39,34,32,58,76,68,NC
LANGLADE COUNTY,WI,120383,132380,145643,418,510,573,18,13,12,11,25,21,NC
LINCOLN COUNTY,WI,85500,109031,123566,399,507,579,4,4,4,11,16,17,NC
MANITOWOC COUNTY,WI,248862,276805,283315,1318,1529,1660,16,15,13,84,75,88,NC
MARATHON COUNTY,WI,529966,581585,605780,2804,3078,3245,23,18,8,243,242,234,NC
MARINETTE COUNTY,WI,145980,169333,181825,634,716,844,13,8,6,29,16,12,NC
MARQUETTE COUNTY,WI,135538,145661,150775,444,502,549,17,15,14,13,20,24,NC
MENOMINEE COUNTY,WI,-99,-99,350,1,1,6,0,0,0,0,0,0,NC
MILWAUKEE COUNTY,WI,8763,-99,13991,97,132,167,2,1,1,34,34,40,NC
MONROE COUNTY,WI,346398,355569,368293,1549,1642,1774,23,16,12,44,65,74,NC
OCONTO COUNTY,WI,208888,232394,244472,931,1119,1235,10,8,10,24,29,34,NC
ONEIDA COUNTY,WI,31777,44389,41112,99,106,117,7,11,12,5,5,5,NC
OUTAGAMIE COUNTY,WI,263514,281526,294023,1404,1584,1700,12,8,9,93,116,117,NC
OZAUKEE COUNTY,WI,78772,85201,89331,448,483,527,6,5,5,56,49,48,NC
PEPIN COUNTY,WI,113548,112965,119393,419,446,469,4,3,4,10,15,17,NC
PIERCE COUNTY,WI,272876,269644,298538,1214,1240,1425,27,21,25,50,70,60,NC
POLK COUNTY,WI,282405,315416,338881,1324,1467,1721,12,18,9,34,36,46,NC
PORTAGE COUNTY,WI,265731,281891,283731,980,1081,1119,43,41,36,25,27,22,NC
PRICE COUNTY,WI,94596,124699,132893,385,485,558,2,5,5,2,6,1,NC
RACINE COUNTY,WI,133197,133167,136852,607,710,814,24,19,14,66,90,99,NC
RICHLAND COUNTY,WI,270930,291181,299560,1094,1165,1234,15,11,15,33,45,34,NC
ROCK COUNTY,WI,343115,357751,362206,1398,1518,1680,64,66,55,138,160,165,NC
RUSK COUNTY,WI,168304,174511,188240,644,713,813,10,5,3,22,19,21,NC
ST CROIX COUNTY,WI,308460,334028,352472,1391,1576,1741,22,22,21,66,64,88,NC
SAUK COUNTY,WI,335517,370141,388255,1383,1502,1635,30,24,19,60,54,58,NC
SAWYER COUNTY,WI,47376,51186,48787,170,204,200,7,3,2,8,8,5,NC
SHAWANO COUNTY,WI,297984,326323,333705,1437,1631,1761,6,6,6,32,47,68,NC
SHEBOYGAN COUNTY,WI,207128,209508,217888,1071,1213,1349,18,13,8,93,119,128,NC
TAYLOR COUNTY,WI,231427,265001,258243,931,1079,1138,6,4,2,32,34,31,NC
TREMPEALEAU COUNTY,WI,348602,366906,384196,1424,1498,1606,25,22,17,71,65,69,NC
VERNON COUNTY,WI,365511,403914,416215,2061,2193,2414,10,10,10,185,154,232,NC
VILAS COUNTY,WI,-99,8666,7499,37,46,48,2,0,0,6,5,3,NC
WALWORTH COUNTY,WI,226096,238787,248479,868,980,1060,52,40,33,99,100,88,NC
WASHBURN COUNTY,WI,86091,100728,107034,324,372,390,9,12,10,16,7,13,NC
WASHINGTON COUNTY,WI,147207,156317,163788,849,967,1103,14,8,3,43,66,66,NC
WAUKESHA COUNTY,WI,114184,126734,149259,691,818,974,20,16,15,71,88,102,NC
WAUPACA COUNTY,WI,241778,272429,274368,1190,1365,1488,12,17,13,53,69,67,NC
WAUSHARA COUNTY,WI,167191,177486,185788,628,705,783,25,24,15,34,32,32,NC
WINNEBAGO COUNTY,WI,169876,190226,191012,854,994,1060,10,14,13,33,61,66,NC
